Film,Rating,Year,Budget,Actor.Group1,Actor.Group2,Director,Writer
2851464,7.2,1971,6500000,1,58,7.466666618982951,6.883333206176758
2851674,7.3,1968,1450000,0,9,6.933333396911621,7.150000095367432
2851786,5.9,2006,50000000,34,22,5.950000047683716,5.925000071525574
2851875,8.4,1960,3000000,0,22,7.790476231347947,7.54980238624241
2851963,4.1,2012,17000000,8,5,4.099999904632568,4.099999904632568
2852233,7.1,1970,4000000,0,19,7.199999928474426,7.219444387047379
2852340,6.3,1996,25000000,5,23,6.475000023841858,6.330000019073486
2852507,8.3,2011,2000000,0,10,8.300000190734863,
2852696,5.7,2000,40000000,27,14,5.625,5.7499998807907104
2852773,8,2011,15000000,3,69,7.549999952316284,7.549999952316284
2852978,7.6,2007,30000000,3,32,6.8999998569488525,7.2499998807907104
2853068,6.3,2006,13000000,13,52,6.666666825612386,6.666666825612386
2853071,5.3,1999,75000000,18,15,5.300000190734863,5.300000190734863
2853193,5.1,2001,1000000,36,3,4.449999928474426,5.099999904632568
2853431,8.2,2012,220000000,1,90,8.199999809265137,6.62857141494751
2853477,7.5,2004,110000000,6,77,7.305882341721478,7.212500035762787
2853525,6.5,2011,4538850,1,31,6.5,6.5
2853807,5,1999,21000000,46,13,5,6.030000082651774
2853892,5.2,2010,35000000,48,16,5.199999809265137,5.1499998569488525
2853949,7.8,1952,1558000,1,72,7.066666642824809,7.566666841506958
2854239,7.4,1970,3716946,0,20,7.416666666666667,7.433333396911621
2854265,6.8,2005,1500000,1,6,6.700000047683716,6.733333428700765
2854417,7.6,1953,2169120,1,104,7.066666642824809,7.297857104028974
2854492,7.3,2008,20000000,3,50,6.740000057220459,6.6166666348775225
2854559,5.5,1958,3500000,10,3,6.989999985694885,5.754999995231628
2854561,4.8,1987,4000000,16,3,5.400000095367432,4.800000190734863
2854568,5.8,2002,1000000,13,3,4.7500001192092896,5.275000154972076
2854679,7,1949,2325420,0,54,7.024999976158142,7.306666617923312
2854950,6.5,2012,6000,0,12,6.5,6.5
2855088,6.1,2003,1000000,8,24,6.099999904632568,6.099999904632568
2855196,6.3,2012,4000000,16,47,6.300000190734863,6.300000190734863
2855205,6.6,2000,50000000,2,37,7.414285659790039,7.029999923706055
2855354,6.7,1953,210000,0,29,6.699999809265137,6.811666512489318
2855393,6.1,1982,8000000,8,29,6.233333269755046,5.091666579246521
2855500,7.5,2004,6000000,1,61,7.599999904632568,7.5
2855606,6.7,2011,21000000,2,22,6.699999809265137,6.699999809265137
2855808,7.3,2001,1500000,1,37,7.300000190734863,7.300000190734863
2855902,8,2007,585000,2,83,8,7.799999952316284
2855962,5.6,2006,33000000,71,19,5.800000011920929,4.4999999801317845
2856154,7.3,2011,10000000,1,43,7.050000071525574,7.425000190734863
2856191,5.7,1982,35000000,57,24,5.699999809265137,6.099999904632568
2856204,6.5,1999,9000000,5,28,5.539999961853027,6.133333206176758
2856205,6.1,2005,11000000,3,40,6.349999904632568,6.224999904632568
2856217,6.7,2013,17000000,7,44,5.539999961853027,6.133333206176758
2856337,6.5,1959,2500000,0,26,7,6.712499976158142
2856598,8.2,1946,2100000,0,67,7.762499988079071,7.799999856948853
2856657,6.1,2008,3500000,1,9,6.099999904632568,6.099999904632568
2856772,6.1,1966,18000000,0,31,6.989999985694885,6.6333332379659025
2856839,5.5,2011,17000000,42,8,5.5,5.5
2857006,6,1971,125000,2,13,6.600000023841858,6
2857091,5.4,1995,12000000,19,6,5.400000095367432,5.400000095367432
2857112,6.1,1998,13000000,7,21,6.099999904632568,4.449999928474426
2857164,8.2,1998,15000000,4,34,7.50769226367657,7.385714258466448
2857427,6.3,1999,4000000,8,44,6.5,6.2250001430511475
2857452,7.3,1930,2000000,0,29,7.410000133514404,7.300000190734863
2857469,5.6,2013,35000000,10,13,5.599999904632568,5.899999936421712
2857693,6.9,1996,31000000,8,49,6.777777777777778,6.922500085830689
2857710,7.8,1963,2500000,1,21,7.529411764705882,7.800000111262003
2857994,7.4,2008,4115250,2,55,7.400000095367432,7.400000095367432
2858129,5.9,1979,20000000,3,5,6.150000095367432,6.012500107288361
2858221,7.3,2011,679514,1,33,7.300000190734863,7.300000190734863
2858542,7.7,2009,29000000,13,91,7.099999904632568,7.162499845027924
2858566,5.6,2013,15000000,41,16,5.599999904632568,5.799999952316284
2858586,6.4,1958,240000,0,25,6.400000095367432,6.3500001430511475
2858587,6.3,1988,19000000,10,27,5.920000076293945,6.630000162124634
2858644,6.5,1989,8230500,1,38,6.5,6.780000114440918
2858663,6.4,1971,124061.9,0,24,6.400000095367432,6.400000095367432
2858775,6.3,2004,10440587.5,2,14,6.300000190734863,6.300000190734863
2858799,8.5,2014,3500000,0,6,8,8.5
2858829,5.6,1980,4500000,10,2,5.899999904632568,5.366666595141092
2859315,6.6,1999,48000000,5,29,6.7600000381469725,6.924999952316284
2859324,4.3,2003,6000000,11,5,4.300000190734863,4.300000190734863
2859340,5.4,1990,47000000,61,43,6.65555559264289,6.175000071525574
2859387,5.5,1981,600000,7,2,5.5,5.580000019073487
2859389,4.3,1980,300000,17,1,3.2500001192092896,3.9500001668930054
2859439,6.9,2010,80000000,6,42,6.899999976158142,5.950000047683716
2859455,6.7,1998,350000,1,16,7.199999809265137,7.199999809265137
2859461,7.6,2014,50000000,3,27,7.599999904632568,6.824999928474426
2859552,7.9,1999,7000000,2,43,7.900000095367432,7.900000095367432
2859596,6.4,1982,22000000,1,40,6.5000001192092896,6.713333336512247
2859648,6,1967,360000,2,26,6.049999952316284,6
2859831,5.5,2010,40000000,35,50,6.249999920527141,5.349999904632568
2859846,7.9,2002,60000000,2,36,7.325000047683716,7.397619122550601
2859848,6.7,2012,125000000,5,96,7,6.804761818477086
2859851,7.8,2004,75000000,0,34,7.6,7.396428636142186
2859913,5.6,2009,16000000,30,36,6.400000095367432,6.194545457579872
2860022,7.2,2014,60000000,1,20,6.949999809265137,7.199999809265137
2860076,8,1971,750000,0,22,7.125,7.450000047683716
2860105,7.8,2008,12500000,1,23,7.800000190734863,7.800000190734863
2860293,7.1,1978,12000000,1,26,7.550000071525574,6.6249998807907104
2860295,6.7,2003,8000000,0,35,6.166666507720947,6.699999809265137
2860302,7.7,1970,5500000,0,10,6.755555470784505,6.8999998569488525
2860305,6.5,1985,5000000,5,32,6.933333396911621,5.975000023841858
2860358,5.9,1995,12000000,31,24,5.583333412806193,6.123333390553792
2860489,6.8,2007,70000000,4,61,6.757142952510288,5.988888952467177
2860585,4.9,2009,2000000,19,1,4.900000095367432,4.900000095367432
2860672,4.7,2001,4000000,18,3,4.699999809265137,4.699999809265137
2860823,7.3,2006,25000,0,26,7.300000190734863,7.300000190734863
2860895,5.1,2004,24000000,9,7,5.099999904632568,5.099999904632568
2860918,7.5,1995,35000000,0,27,7.055555582046509,7.216666658719381
2861135,6.5,1929,379000,0,25,7,6.759999990463257
2861330,6.8,1984,300000,1,42,7.075000047683716,6.621052666714317
2861380,6.2,2001,6000000,11,20,6.199999809265137,6.199999809265137
2861385,6.9,2008,20000000,2,20,7.200000047683716,7.200000047683716
2861399,6.6,1995,25000,0,9,6.266666650772095,6.266666650772095
2861414,5,2003,10000000,9,2,6.25,6.25
2861492,6.6,1958,5000000,3,172,6.599999904632568,6.7392856393541605
2861504,7.4,2007,45000000,3,31,7.2600000381469725,6.5
2861882,6.4,1981,1500000,1,23,6.400000095367432,6.400000095367432
2861916,6.9,2008,20000000,5,29,6.900000095367432,7.566666762034099
2861948,5.8,2008,7000000,14,9,5.800000190734863,5.800000190734863
2862009,6.7,2005,3025900,1,54,6.449999809265137,6.449999809265137
2862077,3.6,2006,750000,12,0,3.5999999046325684,4.8749998807907104
2862118,7.1,2013,30000000,14,99,6.450000047683716,7.099999904632568
2862197,7.7,2004,13000000,6,39,7.699999809265137,6.949999809265137
2862202,5.6,2009,4500000,21,7,5.599999904632568,5.599999904632568
2862319,7.1,2012,30000000,3,40,7.099999904632568,7.011904716491699
2862405,7.9,1954,2000000,0,32,6.833333333333333,7.900000095367432
2862504,6.7,2013,13000000,3,36,6.974999904632568,6.2444443172878685
2862534,7.4,2005,50000,0,44,7.400000095367432,6.633333404858908
2862883,6.1,1981,18000000,7,39,4.75,6.099999904632568
2862906,5.9,2009,10000000,5,3,5.900000095367432,5.900000095367432
2863248,6.5,1964,3000000,2,46,6.833333333333333,6.807142870766776
2863609,6.4,2001,7000000,2,21,6.928571496691022,6.400000095367432
2863678,7.7,1956,1008000,0,20,7.900000095367432,6.7624998688697815
2863817,4.9,2006,10000000,38,6,4.8500001430511475,4.900000095367432
2864031,5.9,1996,50000000,25,21,6.549999952316284,6.337575782429088
2864213,7.1,1936,1200000,0,43,7.525000035762787,7.249999920527141
2864214,6.8,1968,8000000,1,36,6.5000001192092896,6.700000166893005
2864690,7.1,2008,40000000,0,29,6.149999976158142,7.099999904632568
2864719,7.8,1961,3600000,0,16,7.762499988079071,7.407142894608634
2864972,4.5,2010,7500000,22,5,5.349999904632568,4.71666661898295
2865114,7.4,1944,711086.5,0,32,7.650000095367432,7.403750067949295
2865140,6.9,2005,180000000,4,54,7.366666793823242,6.719333388010661
2865144,6.4,2010,155000000,3,36,6.199999988079071,6.770000052452088
2865151,6.7,2004,105000000,9,22,6.475000023841858,6.265555519527859
2865186,7.1,2005,6800000,4,19,7.099999904632568,7.099999904632568
2865214,7.4,1999,24000000,0,28,7.300000071525574,6.766666730244954
2865320,8.1,1928,900000,0,15,8.07142870766776,8.01250010728836
2865481,6.5,2000,16704940,4,34,6.266666650772095,6.78333338101705
2865502,5.3,1986,15000000,25,6,5.300000190734863,5.96052642872459
2865526,8.2,2013,1250000,0,7,8.199999809265137,
2865674,6.7,1994,45000000,4,55,6.563636346296831,6.413333274700023
2865743,7.5,1945,1324000,0,103,7.3916667103767395,6.933333317438762
2865848,2.8,2013,4000000,28,0,2.799999952316284,2.799999952316284
2866082,7.3,1929,500000,0,15,7.1250001192092896,7.425000190734863
2866101,7.4,2002,730090,1,20,7.400000095367432,7.400000095367432
2866213,4.9,2012,20000000,18,9,6.049999952316284,4.900000095367432
2866276,6.1,2012,10000000,10,33,6.25,5.714285748345511
2866311,6.4,2009,6000000,10,23,6.25,5.714285748345511
2866466,7,1986,13800000,0,46,7.305882341721478,6.896428687231881
2866486,7.8,1985,15000000,3,46,7.231250077486038,7.2000000953674315
2866623,7.5,2005,500000,1,3,6.849999904632568,7.5
2866828,6.2,2003,15000000,3,65,6.669230717879075,6.3999998569488525
2866840,6.8,2010,15000000,0,65,7.050000190734863,6.800000190734863
2866843,6.8,1984,2000000,1,18,6.757142952510288,6.900000154972076
2867053,6,1999,4000000,2,37,6,6
2867150,6.6,2013,9157139.11903,1,21,7.299999952316284,7.133333325386047
2867210,3.3,1956,6000000,16,17,3.299999952316284,5.350000023841858
2867280,7,2010,25000000,2,69,6.599999904632568,7
2867301,7.5,2005,22694250,0,63,7.599999904632568,7.074999928474426
2867350,7,2000,20000000,5,60,6.650000095367432,6.650000095367432
2867460,7.9,1974,1600000,0,15,6.92941177592558,7.093333371480306
2867531,3.9,2008,210000,16,1,3.9000000953674316,3.9000000953674316
2867588,7,2003,3200000,4,33,7.25,6.5333333015441895
2867881,6.5,1984,58000000,12,115,6.92941177592558,6.795208366711934
2867937,5.4,2013,25000000,23,26,6.866666603088379,6.675000071525574
2867950,7.7,2002,35000000,0,28,6.824999928474426,7.053333346048991
2868009,6.3,2009,8500000,2,47,6.300000190734863,7.200000286102295
2868022,3.9,2002,35000000,51,16,3.9000000953674316,4.299999952316284
2868135,4.5,2012,15500000,40,10,6.049999952316284,4.5
2868336,5.7,1994,35000000,16,29,5.699999809265137,5.833333253860474
2868355,7.4,1972,6000000,0,31,6.674999952316284,7.200000047683716
2868433,6.2,1996,15000000,8,24,6.174999952316284,6.1874998807907104
2868511,6.6,2010,20000000,9,43,6.299999952316284,6.180341830620399
2868660,5.6,2000,23000000,25,31,5.599999904632568,6.199999968210856
2868661,6,2008,3600000,0,45,6,6
2868777,7.4,1952,1850000,0,21,7.400000095367432,7.400000095367432
2868839,5.4,2002,13000000,10,6,5.400000095367432,5.400000095367432
2868845,7.3,2013,135000000,0,6,7.416666746139526,7.622222264607747
2868979,7.6,1994,15000000,4,50,7.5,6.588888857099746
2868988,4.4,1996,13000000,11,3,4.400000095367432,5.93888889418708
2868990,5,2000,10000000,22,5,5,5.333333333333334
2869101,5.6,1993,6000000,8,8,5.349999904632568,5.349999904632568
2869140,7.3,1992,3479785,1,8,6.757142952510288,7.0000001192092896
2869142,3.5,2009,1350000,13,0,3.5,3.5
2869407,7.8,2008,150000000,9,98,8.03333330154419,6.988254027896457
2869487,7.2,1957,98341.75,1,20,7.349999904632568,6.737499952316284
2869544,6.8,2001,26000000,2,37,7.158064519205401,7.096874997019768
2869561,7.6,2005,30000000,0,17,7.599999904632568,7.399999916553497
2869637,5.2,2005,6000000,27,8,5.199999809265137,5.199999809265137
2869735,6.5,2006,125000000,6,61,6.4749999443689985,6.4499999152289496
2870053,7.1,2002,12000000,0,15,7.099999904632568,6.999999920527141
2870121,7.2,2007,17500000,1,44,7.424999952316284,7.2527777089012995
2870125,5.4,2005,4538850,8,4,6.1000001430511475,5.400000095367432
2870164,7.2,1982,15000000,1,35,6.899999916553497,6.37499992052714
2870181,5.9,1993,15000000,17,17,6.25,6.092735040561426
2870201,9,2008,185000000,3,164,8.766666730244955,7.766944453451369
2870231,3.4,2009,1000000,13,0,3.4000000953674316,3.4000000953674316
2870363,4.9,2011,30000000,22,4,4.900000095367432,5.4416667222976685
2870635,6.4,2004,125000000,22,72,6.487500071525574,6.550000071525574
2870750,6.1,1963,750000,0,20,6.099999904632568,6.224999904632568
2870792,5.5,2008,80000000,35,30,6.325000047683716,6.05
2871021,5.5,1989,350000,21,0,5.400000095367432,5.400000095367432
2871030,6.3,1988,20000000,9,45,6.300000190734863,6.350000190734863
2871067,7.3,1983,10000000,2,26,6.950000047683716,6.272222262841684
2871130,6.3,1983,25000,0,31,6.300000190734863,6.041666825612386
2871402,6.9,2010,20000000,1,24,7.050000071525574,7.1030000925064085
2871513,7.9,1981,100000,0,26,6.933333396911621,7.5
2871514,7.3,1988,500000,0,101,6.933333396911621,
2871539,6.1,1977,9000000,2,11,6.066666603088379,5.712500045696894
2871587,8.2,1978,15000000,0,41,7.333333174387614,7.7312498688697815
2871613,5,2004,6000000,10,4,5.299999872843425,5
2871826,4.1,1998,1800000,12,0,5.125,4.9743749588727955
2871961,7.4,2011,20000000,2,37,7.416666746139526,7.333333412806193
2872101,7.6,1955,2388000,0,28,7.762499988079071,7.599999904632568
2872239,5.6,2003,25000000,54,27,5.599999904632568,5.858333269755045
2872317,4.1,2012,1000000,25,1,4.549999952316284,4.549999952316284
2872373,6.8,2006,35000000,8,57,6.733333428700765,6.416666785875956
2872434,6.6,2012,500000,8,21,6.3199999809265135,6.599999904632568
2872473,7.1,2011,17346000,1,35,6.424999952316284,7.074999928474426
2872549,6,1997,90000000,5,42,6.466666539510091,6.666666666666667
2872583,6.9,2005,7000000,11,26,6.1166666348775225,6.1166666348775225
2872613,3.8,2009,10000000,16,6,3.799999952316284,3.799999952316284
2872826,7.4,1959,3000000,0,16,7.4571428298950195,7.088888963063558
2872884,6.4,2012,65000000,20,111,6.825000047683716,6.3770833512147265
2872950,5.3,2011,70000000,59,35,6.4749999443689985,6.271428653172085
2873140,6.7,2011,4868400,1,12,5.849999904632568,5.849999904632568
2873156,6.8,2009,800000,0,2,6.800000190734863,6.800000190734863
2873251,6.8,2001,10488000,1,47,6.800000190734863,6.800000190734863
2873498,6.9,1930,340691,0,17,7.549999952316284,6.925000071525574
2874470,6.4,1989,15000000,5,53,6.400000095367432,5.712500035762787
2874611,4.9,1979,20000,32,2,6.175000071525574,5.866666793823242
2874814,6.9,2008,20424825,0,41,6.900000095367432,6.8700000762939455
2874863,6.3,2006,620986.8,0,31,6.300000190734863,6.300000190734863
2874935,5,2005,50000000,69,13,5.849999904632568,5.183333317438762
2875084,6.6,2005,4000000,0,16,6.599999904632568,6.599999904632568
2875123,6.2,2011,25000000,1,24,6.949999809265137,6.533333142598471
2875134,6.9,1976,6000000,2,35,7.100000095367432,6.920000076293945
2875141,8,2010,5000000,4,17,8,5.880000114440918
2875225,6.9,2013,6500000,7,37,6.900000095367432,6.900000095367432
2875549,4.8,1997,25000000,18,8,4.800000190734863,5.81111118528578
2875698,8.2,1980,5000000,0,60,7.330000019073486,8.047499847412109
2875937,7.3,2000,100000000,3,18,6.666666825612386,7.186742518887375
2876370,5.6,1997,5000000,18,18,7.033333381017049,6.3649999618530275
2876541,7.4,1996,27000000,2,30,7.300000031789144,7.175000071525574
2876590,6.2,2011,4500000,3,9,6.199999809265137,6.199999809265137
2876653,7.5,2014,55000000,2,96,7.019999885559082,7.133333333333333
2876663,4.6,2003,1000000,8,3,4.599999904632568,6.066666603088379
2877173,5.9,1984,4600000,10,15,6.300000011920929,5.812500059604645
2877392,6.7,2005,20000000,5,27,6.325000047683716,5.8325000405311584
2877396,8,1973,8000000,1,31,6.755555470784505,6.433333237965901
2877425,6.7,2012,92000000,11,27,6.057142802647182,6.314666586789217
2877446,6.4,2010,25000000,4,20,6.400000095367432,6.3700000762939455
2877593,5.4,2008,12000000,35,15,5.400000095367432,5.987499992052714
2877846,6.8,1989,13000000,7,31,6.800000190734863,7.400000095367432
2878421,6.4,2013,30000000,6,83,6.572727246717974,6.545519730523496
2878482,6.7,2000,60000000,5,43,6.327272675254128,6
2878517,6.3,2005,17000000,5,20,6.300000190734863,6.300000190734863
2878574,5.8,1996,55000000,33,37,6.8181819482283155,5.800000190734863
2878625,3.9,1994,1500000,16,1,3.9000000953674316,5.102500006556511
2879217,4.7,2007,5454295,4,6,5.549999952316284,4.699999809265137
2879409,7.6,1997,93000000,1,88,6.572727246717974,6.468279532206956
2879411,6.1,2013,28000000,1,70,6.139999961853027,6.099999904632568
2879528,7.9,2010,25000000,2,141,7.220000076293945,7.775000095367432
2879793,5.4,2010,1000000,45,3,5.400000095367432,5.400000095367432
2879975,3.5,2010,5000000,4,0,3.3999999931880405,3.5
2880219,6.8,1993,42000000,4,50,6.483333349227905,6.590555588404338
2880457,5.6,1990,10000000,23,11,5.599999904632568,5.599999904632568
2880551,6.1,1996,26000000,13,46,6.324999928474426,6.049999952316284
2880597,7.6,1991,24000000,1,40,7.462499916553497,6.933333317438762
2880736,6.2,2012,30000000,19,57,6.349999904632568,6.154761791229248
2881003,4.8,1994,45000000,29,14,4.714285782405308,5.053333385785421
2881007,3.5,2000,83000000,66,6,4.714285782405308,4.985555601119995
2881192,7.1,1958,700000,0,11,6,7.012499928474426
2881324,6.8,1980,1000000,2,24,6.607692278348482,5.873763710369556
2881325,3.6,2005,18000000,18,5,4.8999998569488525,4.936263690501343
2881476,6.6,2008,55000000,1,39,6.385714326586042,6.660000038146973
2881676,5.1,1973,100000,10,2,5.099999904632568,5.099999904632568
2881680,5.8,2004,42000000,5,16,5.900000095367432,6.200000047683716
2881791,5.3,2001,5000000,22,3,5.300000190734863,5.300000190734863
2881816,7.4,1966,3705000,0,32,7.790476231347947,7.54980238624241
2881901,7.4,2006,35000000,0,32,7.799999952316284,7.583333333333334
2881939,6.5,2002,35000000,2,39,6.9666666984558105,6.65833334128062
2881949,8,1921,800000,0,35,8.050000190734863,7.983333428700766
2881992,5.8,2010,2000000,57,2,5.800000190734863,5.800000190734863
2882030,5.9,2009,10000000,15,8,5.900000095367432,5.900000095367432
2882242,7.8,2004,5000000,2,4,7.150000095367432,7.150000095367432
2882400,7.2,1996,30000000,2,39,7.759999990463257,7.813333312670389
2882461,7.4,1974,4000000,0,21,7.790476231347947,7.335098576286565
2882490,4.2,2012,250000,4,0,4.199999809265137,4.199999809265137
2882550,7.8,1993,40000000,2,96,6.414285796029227,6.843333395322165
2882731,6.4,1978,5500000,2,41,6.65555559264289,6.400000095367432
2882750,6.1,2011,1000000,4,19,6.099999904632568,6.099999904632568
2882784,7.9,2004,750000,1,15,7.900000095367432,7.900000095367432
2883083,6.2,2005,20000000,7,56,6,6.199999809265137
2883088,6.2,2007,22000000,14,69,6.024999976158142,6.1533331871032715
2883348,5.9,1987,2500000,6,4,4.266666730244954,5.900000095367432
2883417,5.7,2003,18000000,14,17,6.299999952316284,5.449999809265137
2883443,6.4,1977,5500000,3,24,7.055555582046509,6.400000095367432
2883549,4.3,2007,2500000,23,8,4.300000190734863,4.300000190734863
2883582,6.2,1999,60000000,4,36,6.057142802647182,6.4242423664439805
2883619,5.9,2006,2000000,15,8,5.900000095367432,5.900000095367432
2883814,7.4,1966,700000,1,45,7.400000095367432,7.400000095367432
2883816,6.8,1996,55000000,1,17,5.8,7.072727290066806
2884044,6.7,2000,10000000,3,30,6.750000047683716,6.74999992052714
2884241,5.7,1998,25000000,34,17,6.669230717879075,5.869999885559082
2884834,7.9,2011,90000000,0,72,8.03333330154419,7.28333338101705
2884884,5.6,2009,1700000,50,6,6.705263137817383,6.107499945163727
2885041,5.7,2001,30000000,18,17,5.699999809265137,5.939999961853028
2885091,5.3,1996,45000000,21,18,5.300000190734863,6.200000127156575
2885226,7.4,1970,1000000,0,13,6.733333269755046,6.850000023841858
2885335,9.2,1972,6000000,0,58,6.92941177592558,7.090416733423869
2885359,9.1,1974,13000000,1,65,6.92941177592558,7.090416733423869
2885360,7.6,1990,54000000,4,51,6.92941177592558,7.090416733423869
2885454,8.3,1925,923000,0,109,8.07142870766776,8.01250010728836
2885507,6,2000,15000000,1,38,6.8199999809265135,6.233333349227905
2885526,5.8,1986,25000000,19,9,5.766666730244954,5.800000190734863
2885721,6.8,1973,982351,0,10,6.400000095367432,6.400000015894571
2885822,5.6,2011,6000000,18,16,5.599999904632568,5.599999904632568
2885827,7.9,1937,2800000,0,33,7.698333410422007,7.883333404858907
2885862,6.5,2002,5000000,2,19,6.5,6.2999999046325685
2885873,6.9,2009,3800000,1,42,7.166666666666667,7.166666666666667
2885936,5.9,2007,15000000,6,16,5.900000095367432,5.900000095367432
2885990,6.7,2006,90000000,7,104,6.699999809265137,6.77142858505249
2886005,6.3,1993,17000000,2,13,5.900000095367432,6.300000190734863
2886163,5.5,1972,63500,23,1,5.475000023841858,5.5
2886188,4.2,2005,5000000,57,5,4.199999809265137,4.199999809265137
2886298,6.3,2010,200000,1,17,6.300000190734863,6.3500001430511475
2886426,7,2013,12700000,2,16,7,7.066666603088379
2886445,7.3,1970,1000,0,3,7.330000019073486,7.4375
2886471,7.2,1995,8000000,2,31,6.8999998569488525,6.742857055058555
2886564,6.1,2007,1300000,2,35,6.099999904632568,6.099999904632568
2886764,7.6,2007,15000000,6,75,7.450000047683716,7.449999888737996
2886783,8.5,1940,2000000,0,40,8.07142870766776,8.01250010728836
2886812,8.3,1963,4000000,0,19,7.100000095367432,7.675000111262004
2886875,6.4,1974,6500000,1,29,6.6000001430511475,7.113333368301392
2887035,7.2,1986,14000000,0,12,7.3249998688697815,7.246825253585027
2887046,5.8,2005,500000,30,29,5.800000190734863,5.800000190734863
2887066,6.5,1988,24000000,1,20,5.8833333651224775,5.754545471884987
2887110,7.3,1965,12000000,2,65,6.266666650772095,6.6625000685453415
2887120,6.7,2005,80000000,6,69,6.539999961853027,6.699999809265137
2887231,7.4,1903,150,0,6,7.400000095367432,7.400000095367432
2887285,7,1970,6000000,3,24,6.950000047683716,6.466666539510091
2887354,6.7,2009,6000000,3,34,6.433333396911621,6.433333396911621
2887448,6.6,2011,1500000,2,8,6.950000047683716,6.774999976158142
2887493,6.5,1965,20000000,1,63,7.369047621885936,6.5
2887620,5.9,2011,120000000,36,27,7.224999904632568,6.306666684150696
2887757,7.7,1982,3758611.5,4,27,7.699999809265137,7.699999809265137
2887778,7.1,2001,5000000,3,24,6.599999904632568,6.949999928474426
2887897,6.2,2006,3000000,7,18,6.266666650772095,6.266666650772095
2887899,5.9,1974,200000,25,2,5.400000095367432,5.733333428700765
2887990,7.3,2011,6000000,0,34,7.300000190734863,7.300000190734863
2888000,6.8,2006,70000000,14,64,6.414285796029227,6
2888138,5.8,2012,40000000,41,28,6.274999976158142,6.780000019073486
2888141,6.2,2000,14000000,11,13,6.166666666666667,6.231249898672104
2888281,7.6,1961,6000000,1,24,6.300000011920929,6.719047693979173
2888302,5.4,2002,11000000,58,32,4.550000071525574,5.400000095367432
2888351,6.6,2006,250000,0,22,6.599999904632568,6.599999904632568
2888578,7.3,2007,850000,0,34,6.166666666666667,7.300000190734863
2888710,7.1,1997,1252870.5,0,22,6.849999904632568,6.849999904632568
2888717,7.2,1959,1350000,0,29,7.049999833106995,7.416666666666667
2888733,7.8,2009,35000000,9,73,6.580000019073486,6.140000057220459
2888756,5.1,2008,48000000,51,51,5.883333285649617,5.9375
2889218,4.9,2003,90000000,23,8,6.385714326586042,5.625
2889252,4.8,1999,80000000,18,11,6.066666603088379,5.383333524068197
2889286,3.8,2008,5000000,11,4,3.799999952316284,4.5
2889295,3.8,2012,115000,23,0,3.799999952316284,3.799999952316284
2889499,7.8,1968,2000000,2,24,7.800000190734863,7.575000166893005
2889632,6.6,2002,7000000,0,17,6.599999904632568,6.674999952316284
2889749,6.7,2013,43000000,9,92,6.166666666666667,6.699999809265137
2889790,5.1,2010,4500000,15,8,5.099999904632568,5.099999904632568
2889910,4.2,2012,4000000,12,0,3.7499998807907104,3.7499998807907104
2890068,6.4,1965,5600000,1,33,6.400000095367432,6.516666730244954
2890418,5.1,2007,15000000,17,2,5.099999904632568,5.474999944368998
2890442,2.6,2004,62000,67,0,2.5999999046325684,2.5999999046325684
2890678,7.3,1986,6000000,0,11,7.300000190734863,7.200000047683716
2890700,6.8,2005,50000000,1,62,6.950000047683716,6.666666785875956
2890776,8,2012,180000000,1,45,7.759999990463257,7.707555558946398
2890855,6.2,2001,6291405.8915,2,16,5.5,6.199999809265137
2890859,5.7,2009,12000000,9,10,6.287500023841858,5.949999809265137
2891019,7.8,1973,750000,0,27,7.519999980926514,7.519999980926514
2891128,6.7,2014,16000000,1,27,6.699999809265137,6.599999845027924
2891193,7.1,1969,150000,1,15,7.099999904632568,7.099999904632568
2891461,2.7,1964,120000,20,1,2.700000047683716,2.700000047683716
2891515,6.5,1998,60000000,1,32,6.599999904632568,6.734920634163751
2891556,5.9,2013,40000000,27,21,7,6.219999980926514
2891639,6,1984,7500000,6,41,6.5000001192092896,6.383333365122477
2891704,7.6,2002,25000000,0,21,7.633333206176758,7.149999976158142
2891849,7.1,2000,10000000,0,32,7.1499998569488525,7.1249998807907104
2891922,6.9,1993,25000000,2,43,6.675000071525574,6.925000071525574
2891937,6.7,1997,1500000,4,7,6.139999961853027,6.699999809265137
2891958,6,1983,425000,2,30,5.733333428700765,6
2891991,6.6,1971,500000,1,16,6.599999904632568,6.233333269755045
2892123,7.3,1994,30000000,2,62,7.50769226367657,7.111309525512514
2892157,4.5,2009,1734600,8,0,4.5,4.5
2892311,7.9,1939,1800000,0,86,7.333333333333333,7.613333368301391
2892329,7.5,2014,22000000,1,29,7.300000071525574,7.316666603088379
2892348,7.3,2012,78000000,3,64,7.366666793823242,7.1523810908907945
2892354,7.8,2013,130000000,10,122,7.300000031789144,7.744444555706448
2892456,7.6,1990,30000000,3,43,6.6333333651224775,6.747222224871318
2892476,6,2003,55000000,3,35,6.755555470784505,5.983333349227905
2892506,6.3,1980,8000000,1,48,6.300000190734863,6.365000176429748
2892564,6.9,2007,25000000,0,33,6.8500001430511475,6.8750001192092896
2892589,7.3,1937,2000000,1,17,7.450000137090683,7.31482458114624
2892601,7.6,2008,15000000,1,27,6.983333269755046,7.5
2892630,8.1,1961,2000000,0,24,7.300000190734863,7.661111354827881
2892721,6.1,2004,8800000,2,9,6.099999904632568,5.875
